ID,Text,Translation
11937,Planetary Projects,Dự án hành tinh
206931232175,Loss of atmosphere,Mất bầu không khí
277656568245,Magnetic Shields,Lá chắn từ tính
842959764549,"Represents the density and composition of the Martian atmosphere. The higher this parameter is, the more Earth-like the atmospheric pressure, Oxygen levels and cloud generation are.<newline><newline>The improving Atmosphere decreases the severity of <em>Dust Storms</em> and <em>Meteor Storms</em> and creates environmental conditions for <em>Toxic Rains</em> and <em>clear water Rains</em> to occur.<newline><newline>Atmosphere applies terraforming boost to the Power production of <em>Wind Turbines</em> and to the Oxygen production of <em>MOXIEs</em>. <red>Decreases</red> the Power production of <em>Solar Panels</em>.<newline><newline><em>At maximum improvement, the atmosphere of Mars becomes breathable rendering domes and pressure suits obsolete.</em>","Đại diện cho mật độ và thành phần của khí quyển sao Hỏa. Thông số này càng cao thì áp suất khí quyển, mức ôxy và sự tạo mây càng giống Trái đất.<newline><newline>Bầu khí quyển được cải thiện làm giảm mức độ nghiêm trọng của <em>bão bụi</em> và <em>bão sao băng</em> và tạo ra điều kiện môi trường để <em>mưa độc</em> và <em>mưa nước trong</em> xảy ra.<newline><newline>Khí quyển áp dụng tăng cường tạo hình để sản xuất năng lượng của <em>tua bin gió</em> và sản xuất ôxy của <em>MOXIE</em>. <red>Giảm</red> sản xuất điện của <em>năng lượng mặt trời</em>.<newline><newline><em>Ở mức cải thiện tối đa, bầu khí quyển của sao Hỏa trở thành mái vòm có thể thở được và bộ quần áo áp suất đã lỗi thời.</em>"
723765912147,Atmosphere,Không khí
637529677905,"Represents the global surface temperature on Mars. The higher this parameter is, the more favorable the conditions for Earth-like life are.<newline><newline>The improving Temperature decreases the severity of <em>Cold Wave</em> and creates environmental conditions for <em>Toxic Rains</em> and <em>clear water Rains</em> to occur.<newline><newline>Increased Temperature is required for <em>liquid water</em> to be present on the surface of Mars and in lakes. High enough Temperatures are also paramount for the habitability of the Martian surface and to be able to have <em>open-air Domes</em>.","Đại diện cho nhiệt độ bề mặt toàn cầu trên sao Hỏa. Thông số này càng cao thì điều kiện thuận lợi cho sự sống giống Trái đất càng nhiều.<newline><newline>Nhiệt độ cải thiện làm giảm mức độ nghiêm trọng của <em>sóng lạnh</em> và tạo điều kiện môi trường cho <em>mưa độc</em> và <em>mưa nước trong</em> xảy ra.<newline><newline>Nhiệt độ tăng là bắt buộc đối với <em>nước lỏng</em> hiện diện trên bề mặt sao Hỏa và trong hồ. Nhiệt độ đủ cao cũng là yếu tố tối quan trọng đối với khả năng sinh sống của bề mặt sao Hỏa và để có thể có <em>mái vòm ngoài trời</em>."
920381483594,Temperature,Nhiệt độ
690140647880,"Represents the spreading and diversity of vegetation and bacterial life on a planetary scale. The higher this parameter is, the more Mars looks like the tundra biome back on Earth, with the ultimate goal to become a quite harsh, yet habitable second home for Humanity.<newline><newline>The improving Vegetation increases the likelihood that plants will replicate and spread.<newline><newline><em>As wild vegetation improves, sporadic vegetation booms will occur.</em> Increased concentration of seeds in the wind causes lichen, grass, bushes or trees to spread throughout the colony.","Đại diện cho sự lan rộng và đa dạng của thảm thực vật và đời sống vi khuẩn trên quy mô hành tinh. Thông số này càng cao, sao Hỏa càng giống quần xã sinh vật lãnh nguyên trên Trái đất, với mục tiêu cuối cùng là trở thành ngôi nhà thứ hai khá khắc nghiệt nhưng có thể sinh sống được cho Nhân loại.<newline><newline>Việc cải thiện Thảm thực vật làm tăng khả năng thực vật sinh sôi và phát tán.<newline><newline><em>Khi thảm thực vật hoang dã được cải thiện, sự bùng nổ của thảm thực vật lẻ tẻ sẽ xảy ra.</em> Nồng độ hạt trong gió tăng lên làm cho địa y, cỏ, bụi cây hoặc cây cối lan rộng khắp căn cứ."
582684290103,Vegetation,Thảm thực vật
967369800333,"Represents the quality and volume of surface water on Mars. The higher this parameter is, the more and larger water bodies will appear on Mars: lakes, seas and oceans.<newline><newline>The improving Water creates environmental conditions for <em>Toxic Rains</em> and <em>clear water Rains</em> to occur.<newline><newline>Water applies terraforming boost to the Water production of <em>Moisture Vaporators</em>.","Đại diện cho chất lượng và khối lượng nước bề mặt trên sao Hỏa. Thông số này càng cao, thì càng nhiều vùng nước lớn hơn sẽ xuất hiện trên sao Hỏa: hồ, biển và đại dương.<newline><newline>Việc cải thiện nước tạo điều kiện môi trường cho <em>mưa độc</em> và <em>mưa nước trong</em> xảy ra.<newline><newline>Nước có tác dụng thúc đẩy quá trình tạo địa hình cho việc sản xuất nước của <em>Máy lọc hơi ẩm</em>."
310269978907,Water,Nước
419980839851,"SchemeBk, 22, aa",
820939749171,"LibelSuitRg, 18, aa",
772322857901,Bushes produce small amount of Seeds when fully-grown.,Bụi cây tạo ra một lượng nhỏ Hạt giống khi phát triển đầy đủ.
741204337561,Bushes,Bụi cây
922243313340,Grass improves local Soil Quality.,Cỏ cải thiện chất lượng đất địa phương.
621878590822,Grass,Cỏ
928054790652,Lichen improve local Soil Quality. They don't require Soil Quality to grow but do not spread on their own.,Địa y cải thiện chất lượng đất địa phương. Chúng không yêu cầu chất lượng đất để phát triển nhưng không tự phát tán.
466624342637,Lichen,Địa y
893866295884,Mixed Trees produce very large amount of Seeds when fully-grown.,Cây hỗn hợp tạo ra một lượng rất lớn hạt giống khi phát triển hoàn toàn.
790616486384,Mixed Trees,Cây hỗn hợp
694956834556,Trees produce large amount of Seeds when fully-grown.,Cây tạo ra một lượng lớn Hạt giống khi phát triển đầy đủ.
977987144974,Trees,Cây
900206062130,Herbs produce small amount of Food. They grow quickly and slightly improve the local Soil Quality.,Thảo mộc tạo ra một lượng nhỏ thực phẩm. Chúng phát triển nhanh chóng và cải thiện một chút chất lượng đất tại địa phương.
535435004029,Herbs,Thảo mộc
587294500853,"Potatoes grow slowly but give a plentiful harvest. They significantly decrease the local Soil Quality, slowing down the growing of following crops.","Khoai tây sinh trưởng chậm nhưng cho thu hoạch dồi dào. Chúng làm giảm đáng kể chất lượng đất tại địa phương, làm chậm sự phát triển của loại cây trồng sau."
347823113768,Potato,Khoai tây
344793929225,"Cover Crops grow slowly and have very low yield on harvest. They significantly increase the local Soil Quality, improving the growth time of following crops.","Cây che phủ phát triển chậm và năng suất thu hoạch rất thấp. Chúng làm tăng đáng kể chất lượng đất của địa phương, cải thiện thời gian sinh trưởng của vụ sau."
718514123782,Cover Crops,Cây che phủ
706022740266,Leaf Crops grow relatively quickly and are a good source of Food. They slightly decrease the local Soil Quality.,Cây ăn lá phát triển tương đối nhanh và là một nguồn thực phẩm tốt. Chúng làm giảm nhẹ chất lượng đất tại địa phương.
572143553590,Leaf Crops,Cây ăn lá
873744167599,Wheat has medium growth time and average Food yields.,Lúa mì có thời gian sinh trưởng trung bình và năng suất lương thực trung bình.
398488135544,Wheat,Lúa mì
548445061983,<left_click> Open Encyclopedia,<left_click> Mở bách khoa toàn thư
12607,<ButtonA> Open Encyclopedia<newline><DPad> Navigate <DPadDown> Close,<ButtonA> Mở bách khoa toàn thư<newline><DPad> Điều hướng <DPadDown> Đóng
12479,<AtmosphereRollover>,<AtmosphereRollover>
12480,Atmosphere,Không khí
615771220556,<AtmosphereText>,<AtmosphereText>
123033012735,<TemperatureRollover>,<TemperatureRollover>
602825975582,Temperature,Nhiệt độ
553383115867,<TemperatureText>,<TemperatureText>
497622694313,<WaterRollover>,<WaterRollover>
429318014327,Water,Nước
978156910490,<WaterText>,<WaterText>
901647514462,<VegetationRollover>,<VegetationRollover>
449433367242,Vegetation,Thảm thực vật
612512092819,<VegetationText>,<VegetationText>
12477,<TerraformingRollover>,<TerraformingRollover>
12564,Terraforming Progress,Tiến độ tạo hình
11938,<left>Water Level <right><percent(WaterLevelPct)>,<left>Mức nước <right><percent(WaterLevelPct)>
11939,Water Level<right><percent(WaterLevelPct)>,Mức nước<right><percent(WaterLevelPct)>
454408997924,"Contributes to the currently selected research project: <em><UIResearchProject></em>. The following stats are summary of the predicted Research production for the current Sol.

<left>Research per Sol<right><research(EstimatedDailyProduction)>

<left>Lifetime research<right><research(research_points_lifetime)>","Đóng góp cho dự án nghiên cứu hiện đang được lựa chọn: <em><UIResearchProject></em>. Số liệu thống kê sau đây là tóm tắt về sản lượng nghiên cứu được dự đoán cho Sol hiện tại.

<left>Nghiên cứu mỗi Sol<right><research(EstimatedDailyProduction)>

<left>Nghiên cứu suốt đời<right><research(research_points_lifetime)>"
457465350192,"Summary of the base terraforming effect of this building and the expected effect of all similar buildings. As long as this building is supplied with the required resources and working, it will gradually change one of the planetary parameters: Atmosphere, Temperature, Water or Vegetation.","Tóm tắt hiệu ứng tạo hình cơ sở của công trình này và ảnh hưởng dự kiến của tất cả công trình tương tự. Miễn là công trình này được cung cấp tài nguyên cần thiết và hoạt động, nó sẽ dần thay đổi một trong thông số của hành tinh: khí quyển, nhiệt độ, nước hoặc thảm thực vật."
784919216510,"Change per sol<right><resource(TerraformingBoostSol,ParameterInfoPanelIconName)>","Thay đổi mỗi sol<right><resource(TerraformingBoostSol,ParameterInfoPanelIconName)>"
501291289245,"From all working buildings<right><resource(TerraformingBoostSum,ParameterInfoPanelIconName)>","Từ tất cả công trình đang làm việc<right><resource(TerraformingBoostSum,ParameterInfoPanelIconName)>"
923951282236,"Current progress<right><resource(TerraformingProgress,ParameterInfoPanelIconName)>","Tiến độ hiện tại<right><resource(TerraformingProgress,ParameterInfoPanelIconName)>"
12348,"As the Martian atmosphere increasingly thickens, more and more of it gets lost due to the lack of a magnetic field. Stationary Magnetic Field Generators and Magnetic Shields launched into orbit reduce this loss of Atmosphere.","Khi bầu khí quyển của sao Hỏa ngày càng dày lên, ngày càng nhiều nó bị mất đi do thiếu từ trường. Máy tạo từ trường tĩnh và lá chắn từ được phóng lên quỹ đạo làm giảm sự mất mát này của khí quyển."
582044802953,Terraforming Progress,Tiến độ tạo hình
12349,"Reduction per Sol<right><resource(decay_atmosphere_reduct,'AtmosphereTP')>","Giảm mỗi Sol<right><resource(decay_atmosphere_reduct,'AtmosphereTP')>"
12350,"Reduction from all buildings<right><resource(AtmosphereLossReductionSum,'AtmosphereTP')>","Giảm từ tất cả công trình<right><resource(AtmosphereLossReductionSum,'AtmosphereTP')>"
12351,"Current loss of atmosphere<right><resource(GetSolAtmosphereDecay,'AtmosphereTP')>","Mất bầu khí quyển hiện tại<right><resource(GetSolAtmosphereDecay,'AtmosphereTP')>"
642715972231,Display visual representation of the underlying Soil Quality.,Hiển thị trình bày trực quan về chất lượng đất cơ bản.
255320211022,Show Soil Quality overlay,Hiển thị lớp phủ chất lượng đất
12060,<ButtonY> Activate,<ButtonY> Hoạt động
12633,<left_click> Select new crop<newline><em>Ctrl + <left_click> on crop</em> Select in all <display_name_pl>,<left_click> Chọn cây trồng mới<newline><em>Ctrl + <left_click> trên cây trồng</em> Chọn trong tất cả <display_name_pl>
12634,<left_click> Select new crop<newline><em>Ctrl + <left_click> on crop</em> Select in all <display_name_pl>,<left_click> Chọn cây trồng mới<newline><em>Ctrl + <left_click> trên cây trồng</em> Chọn trong tất cả <display_name_pl>
11941,The area in which Seeds will be spread in an attempt to plant the selected vegetation types.<newline><newline>Plantation area<right><SelectionRadiusScale> hexes,Khu vực mà hạt giống sẽ được rải để cố trồng loại thảm thực vật đã chọn.<newline><newline>Khu vực trồng cây<right><SelectionRadiusScale> lục giác
11942,Plantation area,Khu vực trồng cây
568298061216,Summary of the soil quality in range of this building. Most vegetation types require more or less fertile land to grow and spread seeds. The soil quality is improved by purewater rain and new vegetation. Acid rains and some plants may decrese it.,Tóm tắt về chất lượng đất trong phạm vi của công trình này. Hầu hết loại thảm thực vật đều cần ít nhiều đất đai màu mỡ để phát triển và phát tán hạt giống. Chất lượng đất được cải thiện nhờ nước mưa tinh khiết và thảm thực vật mới. Mưa axit và một số thực vật có thể làm giảm nó.
776100024488,Soil Quality,Chất lượng đất
415754112701,Average in range<right><AvgSoilQualityInRange>%,Trung bình trong phạm vi<right><AvgSoilQualityInRange>%
449012187282,Highest<right><HighestSoilQualityInRange>%,Cao nhất<right><HighestSoilQualityInRange>%
12352,The amount of resources which can be harvested from vegetation in this building's range. Harvesting is a low priority operation and is done by idling Drones.,Số lượng tài nguyên có thể được thu hoạch từ thảm thực vật trong phạm vi của công trình này. Thu hoạch là một hoạt động có mức độ ưu tiên thấp và được thực hiện bằng drone.
175423607770,Harvest,Thu hoạch
893664767968,Food<right><food(FoodInRange)>,Thực phẩm<right><food(FoodInRange)>
138180280545,Seeds<right><seeds(SeedsInRange)>,Hạt giống<right><seeds(SeedsInRange)>
133596995692,"Green Planet is the second expansion of Surviving Mars, allowing late-game terraforming of your sector and the entire Mars.","Hành tinh xanh là bản mở rộng thứ hai của Surviving Mars, cho phép tạo hình vào cuối trò chơi cho khu vực của bạn và toàn bộ sao Hỏa."
429022939682,Green Planet,Hành tinh xanh
856885492617,Trophy collection for Green Planet,Bộ sưu tập danh hiệu cho Hành tinh xanh
8936,Philosopher's Stone (Easy),Hòn đá triết gia (Dễ)
8937,"""All the gold which is under or upon the earth is not enough to give in exchange for virtue.""<newline><right> - Plato","""Tất cả vàng dưới đất không đủ để đổi lấy đức hạnh.""<newline><right> - Plato"
8938,St. Elmo's Fire (Normal),Ngọn lửa Thánh Elmo (Bình thường)
8939,"""To light a candle is to cast a shadow.""<newline><right>- Ursula K. Le Guin","""Thắp một ngọn nến là đổ bóng.""<newline><right>- Ursula K. Le Guin"
8940,Wisp,
8941,An anomalous object emitting a mysterious light.,Một vật thể dị thường phát ra ánh sáng bí ẩn.
8942,Draining Water from buildings.,Thoát nước từ công trình.
8943,Returning to Sinkhole.,Quay trở lại Sinkhole.
8944,Metatron (Hard),Metatron (Khó)
8945,"""The gods do not protect fools. Fools are protected by more capable fools.""<newline><right>- Larry Niven","""Vị thần không bảo vệ những kẻ ngu ngốc. Những kẻ ngu ngốc được bảo vệ bởi những kẻ ngu ngốc có năng lực hơn.""<newline><right>- Larry Niven"
12656,Metatron,
8997,Triple Wisp Lamp,Đèn ba Wisp
8998,Triple Wisp Lamps,Đèn ba Wisp
8999,A multiple Wisp powered lamp.,Một đèn cấp sáng nhiều Wisp.
9015,Wisp Lamp,Đèn Wisp
9016,Wisp Lamps,Đèn Wisp
9017,A single Wisp powered Lamp.,Một đèn cấp sáng Wisp duy nhất.
9023,Large Alien Crystal,Tinh thể ngoài hành tinh lớn
9024,Large Alien Crystals,Tinh thể ngoài hành tinh lớn
9021,Alien Crystal,Tinh thể ngoài hành tinh
9022,Anomalous alien object with unspecified origin.,Vật thể dị thường ngoài hành tinh với nguồn gốc không xác định.
8995,Sinkholes,Hố sụt
9018,Light Trap,Bẫy ánh sáng
9019,Light Traps,Bẫy ánh sáng
9020,Uses Water to create a potential target for Wisps. The Wisps will be held inside during the night.,Sử dụng nước để tạo mục tiêu tiềm năng cho Wisps. Điều ước sẽ được tổ chức bên trong trong đêm.
9438,The Philosopher’s Stone: The Stones,Đá phù thủy: Đá
9439,"When we tried to scan one of the sectors, our sensors went blind. Upon closer inspection we discovered that the source of the interference was a mysterious crystalline entity. It’s huge, how could we have missed it?","Khi chúng ta cố gắng quét một trong khu vực, cảm biến của chúng ta bị mù. Khi kiểm tra kỹ hơn, chúng ta phát hiện ra rằng nguồn gây nhiễu là một thực thể tinh thể bí ẩn. Nó rất lớn, làm sao chúng ta có thể bỏ lỡ nó?"
9440,"The dark crystal is just standing there, refracting the light in a peculiar way. Intense energy vortices around the entity cause vibrations in the atmosphere and give birth to Electrostatic Dust Devils. Some of our scientists proposed that the crystals have energy-manipulating properties and so were able to obfuscate their presence in the area despite their proportions. Of course, all of this is just a hypothesis – we need more research to reach a conclusion.

<effect>A peculiar Alien Crystal has been revealed in <em>Sector <reg_param1></em>. The sector can’t be scanned for now.

<effect>The Crystalline Entity Properties tech has become available. Research it to gain more insight on the mystery.","Tinh thể tối chỉ đứng đó - khúc xạ ánh sáng theo một cách khác thường. Những vòng xoáy năng lượng mạnh mẽ xung quanh thực thể gây ra rung động trong bầu khí quyển và sinh ra Quỷ bụi tĩnh điện. Một số nhà khoa học của chúng ta đề xuất rằng tinh thể có đặc tính điều khiển năng lượng và do đó có thể làm xáo trộn sự hiện diện của chúng trong khu vực bất chấp tỷ lệ của chúng. Tất nhiên, tất cả những điều này chỉ là giả thuyết - chúng ta cần nghiên cứu thêm để đưa ra kết luận.

<effect>Tinh thể ngoài hành tinh đặc biệt đã được tiết lộ trong <em>khu vực <reg_param1></em>. Hiện không thể quét khu vực này.

<effect>Công nghệ Thuộc tính thực thể tinh thể đã trở nên khả dụng. Nghiên cứu nó để có thêm cái nhìn sâu sắc về bí ẩn."
9441,Maintain caution around the crystals until we know more.,Duy trì sự thận trọng xung quanh tinh thể cho đến khi chúng ta biết thêm.
9442,We have discovered a mysterious alien crystal in one of the map sectors. It’s blocking our scanners somehow. We need to complete the research Crystalline Entity Properties in order to know more.,Chúng ta đã phát hiện ra một tinh thể bí ẩn ngoài hành tinh trong một khu vực bản đồ. Bằng cách nào đó - nó đang chặn máy quét của chúng ta. Chúng ta cần hoàn thành nghiên cứu Thuộc tính thực thể tinh thể để biết thêm.
9443,The Philosopher’s Stone: Power Overwhelming,Đá phù thủy: Áp đảo sức mạnh
9444,"The bizarre alien crystals appear to soak up all forms of waves directed at them. Our team suggests that if we feed enough energy to the entities, their physical properties would change dramatically.","Tinh thể kỳ lạ ngoài hành tinh dường như hấp thụ tất cả dạng sóng hướng vào chúng. Nhóm của chúng ta gợi ý rằng nếu chúng ta cung cấp đủ năng lượng cho thực thể, đặc tính vật lý của chúng sẽ thay đổi đáng kể."
9445,"We are unable to predict the effects of such an action but the Chiefs of Staff suggest that this could be the only logical way of finding out what’s going on.

<effect>Crystals can be fed energy. When powered up completely, their properties will change.","Chúng ta không thể dự đoán tác động của một hành động như vậy nhưng tổng tham mưu trưởng gợi ý rằng đây có thể là cách hợp lý duy nhất để tìm hiểu điều gì đang xảy ra.

<effect>Tinh thể có thể được cung cấp năng lượng. Khi được cấp nguồn hoàn toàn, thuộc tính của chúng sẽ thay đổi."
9446,We could give it a try… but tread carefully!,Chúng ta có thể thử... nhưng hãy cẩn thận!
9447,Our scientists have completed the Crystalline Entity Properties research project which revealed that the alien crystals can be fed energy via our power grid. Who knows what could happen if we actually provide them with the required energy?,Nhà khoa học của chúng ta đã hoàn thành dự án nghiên cứu Thuộc tính thực thể tinh thể - trong đó tiết lộ rằng tinh thể ngoài hành tinh có thể được cung cấp năng lượng thông qua lưới điện của chúng ta. Ai biết được điều gì có thể xảy ra nếu chúng ta thực sự cung cấp năng lượng cần thiết cho chúng?
9448,The Philosopher’s Stone: Rubedo,Đá phù thủy: Rubedo
9449,The power flowed through the alien crystal and it started humming with low vibration. The tiny dust devils forming around it dispersed and a ray of light beamed from it towards the stars. Such a magnificent sight!,Sức mạnh truyền qua tinh thể ngoài hành tinh và nó bắt đầu vo ve với độ rung thấp. Bụi quỷ nhỏ hình thành xung quanh nó phân tán và một tia sáng chiếu từ nó tới ngôi sao. Thật là một cảnh đẹp tuyệt vời!
9450,"Our sensors went crazy as mathematical sequences started feeding us information about the surrounding area. Immediately, tiny specks of dust started shedding from the outer layer of the crystal. Our analysis indicates that these are filled with various rare metals!

The Chief Scientist is fascinated, to say the least! She suggests that we power up more crystals, but to do it carefully as it appears that the entities are quite susceptible to energy fluctuations which can threaten their integrity. On the other hand, the Tactical Commander suggests that we must torch one of the crystals, crack it open and see what’s inside of it – as usually, he suspects some kind of threat for the colony.

<effect>Powered up crystals instantly reveal their sector and stop emitting Electrostatic Dust Devils. They produce small amounts of Rare Metals over time while powered.

<effect>You can destroy powered-up crystals to instantly gain Research Point rewards.

<hint>Power up more crystals to progress through the Mystery.","Cảm biến của chúng ta trở nên điên cuồng khi chuỗi toán học bắt đầu cung cấp cho chúng ta thông tin về khu vực xung quanh. Ngay lập tức, những hạt bụi nhỏ bắt đầu rơi ra từ lớp ngoài của tinh thể. Phân tích của chúng ta chỉ ra rằng chúng chứa đầy kim loại hiếm khác nhau!

Ít nhất phải nói rằng nhà khoa học trưởng bị cuốn hút! Cô ấy gợi ý rằng chúng ta nên tăng sức mạnh cho nhiều tinh thể hơn, nhưng hãy làm điều đó một cách cẩn thận vì có vẻ như thực thể này khá dễ bị dao động năng lượng có thể đe dọa tính toàn vẹn của chúng. Mặt khác, Chỉ huy chiến thuật gợi ý rằng chúng ta phải đốt một trong những viên pha lê, mở nó ra và xem bên trong nó có gì - như thường lệ, ông ta nghi ngờ một loại mối đe dọa nào đó đối với căn cứ.

<effect>Tinh thể được cung cấp năng lượng ngay lập tức tiết lộ khu vực của chúng và ngừng phát ra bụi quỷ tĩnh điện. Chúng tạo ra một lượng nhỏ Kim loại hiếm theo thời gian khi được cung cấp năng lượng.

<effect>Bạn có thể phá hủy tinh thể cấp năng lượng để nhận ngay phần thưởng điểm nghiên cứu.

<hint>Cấp năng lượng cho nhiều tinh thể hơn để tiến bộ qua bí ẩn."
9451,Amazing!,Kinh ngạc!
9452,"The moment we powered up one of the crystals, the Dust Devils in the area stopped and it revealed the sector! On top of that, the crystal started shedding tiny amounts of Rare Metals! Maybe it is a good idea to continue giving them energy!","Thời điểm chúng ta cung cấp năng lượng cho một trong những viên pha lê, Bụi quỷ trong khu vực dừng lại và nó tiết lộ khu vực! Trên hết, viên pha lê bắt đầu tạo ra một lượng nhỏ Kim loại hiếm! Có lẽ đó là một ý tưởng hay để tiếp tục cho chúng năng lượng!"
9453,The Philosopher’s Stone: Albedo,Đá phù thủy: Albedo
9454,"The crystals appear to be something greater than mere physical anomalies. Some members of our team described them as intelligent entities, as crazy as that sounds.","Tinh thể dường như là một cái gì đó lớn hơn những dị thường vật lý đơn thuần. Một số thành viên trong nhóm của chúng ta đã mô tả chúng như những thực thể thông minh, nghe có vẻ điên rồ như vậy."
9455,"Since the last one we powered up, they began to project a holographic image of something we initially believed to be a star chart. A more thorough examination revealed that they are showing the relative positions of the other crystals we haven’t yet powered up. As weird as it seems, we all get the impression that they urge us to complete the process for the rest of them.

<hint>Power-up all Alien Crystals to complete the mystery.","Kể từ lần cuối cùng chúng ta cung cấp năng lượng, chúng bắt đầu chiếu một hình ảnh ba chiều của thứ mà ban đầu chúng ta tin là biểu đồ sao. Một cuộc kiểm tra kỹ lưỡng hơn cho thấy rằng chúng đang hiển thị vị trí tương đối của tinh thể khác mà chúng ta chưa cấp nguồn. Có vẻ như kỳ lạ, tất cả chúng ta đều có ấn tượng rằng chúng thúc giục chúng ta hoàn thành quy trình cho những tinh thể còn lại.

<hint>Cấp năng lượng cho tất cả tinh thể ngoài hành tinh để hoàn thành bí ẩn."
9456,I wonder what they are trying to show us.,Tôi tự hỏi những gì chúng đang cố gắng cho chúng ta thấy.
9820,Some of our team members suggest that we should power-up more Alien Crystals and observe their behavior.,Một số thành viên trong nhóm của chúng ta gợi ý rằng chúng ta nên tăng cường thêm Tinh thể ngoài hành tinh và quan sát hành vi của chúng.
9457,The Philosopher’s Stone: Turning Point,Đá phù thủy: Bước ngoặt
9458,"Last night, nightmares plagued the colony. We all experienced an overwhelming feeling of loss and grief. Could this be related to the destruction of the crystals?","Đêm qua, ác mộng ập xuống căn cứ. Tất cả chúng ta đều trải qua một cảm giác mất mát và đau buồn. Điều này có thể liên quan đến sự phá hủy tinh thể?"
9459,"At today’s briefing the Chief Scientist has presented us with her conclusion – our actions are to blame for the permanent change in the behavior of the crystals. Their energy signature has changed and they no longer emanate their gleeful auras. The Chief Scientist gave us the stare while we were reviewing the data.

The silence was broken by the Tactical Commander who dismissed the allegations. ‘How could you believe that some stones could possess intelligence and personality? They are simply exotic matter for us to harvest and exploit!’. We kept it professional and no argument was started, but many of us somehow knew that we have harmed living beings.

<hint>Destroy all Crystals to finish the Mystery.","Tại cuộc họp báo hôm nay, Nhà khoa học trưởng đã trình bày cho chúng ta kết luận của bà - hành động của chúng ta là nguyên nhân dẫn đến sự thay đổi vĩnh viễn trong hành vi của tinh thể. Chữ ký năng lượng của chúng đã thay đổi và chúng không còn phát ra hào quang vui vẻ nữa. Nhà khoa học trưởng đã nhìn chằm chằm vào chúng ta khi chúng ta đang xem xét dữ liệu.

Sự im lặng bị phá vỡ bởi Chỉ huy chiến thuật, người đã bác bỏ cáo buộc. ‘Làm thế nào bạn có thể tin rằng một số viên đá có thể sở hữu trí thông minh và nhân cách? Chúng chỉ đơn giản là vật chất kỳ lạ để chúng ta thu hoạch và khai thác!’. Chúng ta giữ cho nó chuyên nghiệp và không có cuộc tranh cãi nào được bắt đầu, nhưng nhiều người trong chúng ta bằng cách nào đó biết rằng chúng ta đã làm hại chúng sinh.

<hint>Phá hủy tất cả tinh thể để hoàn thành Bí ẩn."
9460,We will do whatever it takes to pave the way for the future generations on Mars.,Chúng ta sẽ làm bất cứ điều gì cần thiết để mở đường cho thế hệ tương lai trên sao Hỏa.
9461,The continuous destruction of the alien crystals has led to some irreversible change in their shared behaviour. We can only continue to harvest them for the precious research information they provide.,Sự phá hủy liên tục của tinh thể ngoài hành tinh đã dẫn đến một số thay đổi không thể đảo ngược trong hành vi chung của chúng. Chúng ta chỉ có thể tiếp tục thu hoạch chúng để lấy thông tin nghiên cứu quý giá mà chúng cung cấp.
9463,Human nature is such that we have to learn how to live with the consequences of our irreversible actions. For we usually understand the beauty and the value of things only after we have destroyed them.,Bản chất con người là vậy nên chúng ta phải học cách chung sống với hậu quả của những hành động không thể thay đổi của mình. Vì chúng ta thường chỉ hiểu được vẻ đẹp và giá trị của mọi thứ sau khi chúng ta đã phá hủy chúng.
9464,"One by one, the Alien Crystals perished under our rule. We perceived them as mere resources, as milestones on our path to master the Universe. Only until we have finally gathered all the pieces we were able to see the puzzle and understand the wrongness of our actions. The crystals weren’t singular entities but rather the different organs of an intelligent, thinking alien being.

For millennia the creature traveled through the vast expanse of space in its primal form - a swarm of meteor-like crystals. It fell on Mars and began its cocoon period, forming the outer shell of its parts from the fine dust and absorbing the bleak solar radiation. It probably felt hope when we arrived and started feeding it energy, but then we could only imagine its desperation when it realized we were killing it. It tried to warn us, to talk to us, to plead us, but we ignored it. Now it’s only a memory. And we ask ourselves, was it worth it?l","Từng viên một, tinh thể ngoài hành tinh đã chết dưới sự cai trị của chúng ta. Chúng ta coi chúng như những nguồn lực đơn thuần, là những cột mốc quan trọng trên con đường làm chủ vũ trụ của chúng ta. Chỉ cho đến khi cuối cùng chúng ta thu thập được tất cả mảnh ghép, chúng ta mới có thể nhìn thấy câu đố và hiểu được sự sai trái trong hành động của chúng ta. Tinh thể không phải là thực thể đơn lẻ mà là cơ quan khác nhau của một sinh vật ngoài hành tinh thông minh, có tư duy.

Trong nhiều thiên niên kỷ, sinh vật này đã du hành khắp vũ trụ rộng lớn ở dạng nguyên thủy - một đám tinh thể giống như sao băng. Nó rơi xuống sao Hỏa và bắt đầu thời kỳ kén rể, hình thành lớp vỏ bên ngoài của bộ phận từ lớp bụi mịn và hấp thụ bức xạ mặt trời ảm đạm. Nó có thể cảm thấy hy vọng khi chúng ta đến và bắt đầu cung cấp năng lượng cho nó, nhưng sau đó chúng ta chỉ có thể tưởng tượng ra sự tuyệt vọng của nó khi nó nhận ra rằng chúng ta đang giết chết nó. Nó cố gắng cảnh báo chúng ta, nói chuyện với chúng ta, để cầu xin chúng ta, nhưng chúng ta đã phớt lờ nó. Bây giờ nó chỉ còn là một kỷ niệm. Và chúng ta tự hỏi mình, nó có đáng không?l"
9465,Regrets bring nothing constructive. We did what was needed to survive and thrive.,Sự hối tiếc không mang lại gì mang tính xây dựng. Chúng ta đã làm những gì cần thiết để tồn tại và phát triển.
